42.279,65.277,0.42592,0.019599,0.54958,0.01811,0.01811,0.00060332,0.71429,1,0.00088362
16.679000000000002,40.177,2.5102,0.07391,1.528
16.679000000000002,40.177,1.0393,0.014659,0.76529
16.679000000000002,40.677,1.7004,0.026736,1.3861
17.179000000000002,39.677,1.604,0.12385,1.8659
17.179000000000002,39.677,5.6205,0.025833,3.0837e-06
17.179000000000002,40.177,1.1907,0.068665,1.4313
17.179000000000002,40.677,2.6774,0.037387,4.5754
17.179000000000002,46.177,2.4121,0.013479,1.5338
17.179000000000002,46.677,2.2832,0.016065,2.6661
17.679000000000002,39.177,0.89474,0.11466,2.0084
17.679000000000002,39.677,1.2717,0.094114,1.6502
17.679000000000002,40.177,1.0821,0.11076,1.3843
17.679000000000002,40.677,1.1563,0.074991,1.6977
17.679000000000002,41.177,1.2217,0.065245,1.1577
17.679000000000002,41.177,4.807,0.23155,0.00036517
17.679000000000002,41.677,1.3173,0.085901,0.46244
17.679000000000002,42.177,1.0355,0.086577,1.0206
17.679000000000002,42.677,1.1087,0.060727,1.1937
17.679000000000002,45.177,0.11188,0.11455,3.3397
17.679000000000002,45.677,5.0685,0.16098,0.076697
17.679000000000002,45.677,1.7117,0.11994,0.25175
17.679000000000002,46.177,1.9063,0.08528,0.34209
17.679000000000002,46.177,5.0827,0.12706,0.16787
17.679000000000002,46.677,0.91525,0.069309,2.1953
17.679000000000002,47.177,0.63442,0.089953,2.1759
17.679000000000002,47.177,5.9348,0.015355,0.0067884
17.679000000000002,47.677,0.86437,0.043736,1.0787
17.679000000000002,48.177,0.92485,0.016772,0.77959
18.179000000000002,33.177,1.1839,0.020567,1.3784
18.179000000000002,33.677,2.3347,0.010818,0.088788
18.179000000000002,37.177,1.5735,0.26615,0.67693
18.179000000000002,37.677,1.5516,0.13087,0.78434
18.179000000000002,37.677,4.8737,0.1617,0.0042404
18.179000000000002,38.177,1.4905,0.12739,0.47467
18.179000000000002,38.177,5.0406,0.15138,0.079669
18.179000000000002,38.677,1.5706,0.12328,0.31665
18.179000000000002,38.677,5.2741,0.13177,0.17286
18.179000000000002,39.177,0.96651,0.10672,1.7264
18.179000000000002,39.677,1.0045,0.1032,1.7653
18.179000000000002,40.177,0.86709,0.097656,1.6595
18.179000000000002,40.677,0.92148,0.089226,1.7037
18.179000000000002,41.177,0.7722,0.1025,1.6014
18.179000000000002,41.177,1.3892,0.49429,2.2627
18.179000000000002,41.677,0.72505,0.13205,1.7441
18.179000000000002,41.677,1.5825,0.49836,0.02655
18.179000000000002,42.177,0.86205,0.12773,1.7804
18.179000000000002,42.677,1.4243,0.1079,0.72066
18.179000000000002,42.677,5.094,0.083404,0.075358
18.179000000000002,43.177,1.1828,0.11849,1.281
18.179000000000002,43.177,5.2622,0.069432,0.028986
18.179000000000002,43.677,4.782,0.38452,0.0021581
18.179000000000002,43.677,1.2164,0.20341,0.6972
18.179000000000002,44.177,1.7274,0.27498,0.055166
18.179000000000002,44.677,1.8634,0.16547,0.093107
18.179000000000002,44.677,5.1323,0.20309,0.07944
18.179000000000002,45.177,1.7383,0.13838,0.24136
18.179000000000002,45.177,5.3659,0.11398,0.27832
18.179000000000002,45.677,1.611,0.13526,0.43795
18.179000000000002,45.677,5.0189,0.18175,0.064813
18.179000000000002,46.177,5.1362,0.15005,0.17222
18.179000000000002,46.177,1.7512,0.11964,0.24296
18.179000000000002,46.677,1.733,0.10836,0.3345
18.179000000000002,46.677,5.2311,0.11507,0.16211
18.179000000000002,47.177,1.5132,0.12379,0.47425
18.179000000000002,47.177,5.2261,0.10744,0.17385
18.179000000000002,47.677,0.80424,0.079296,1.7127
