1718875590.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875590.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875590.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875590.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875590.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1718875594.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875594.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875594.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875594.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875594.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1718875597.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875597.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875597.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875597.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875597.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1718875598.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875598.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875598.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875598.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1718875598.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719036593.5,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719036593.5,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719036593.5,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719036593.5,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719036593.5,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719059314.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719059314.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719059314.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719059314.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719059314.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719069497.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069497.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069497.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069497.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069497.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719069498.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069498.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069498.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069498.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719069498.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719226303.5,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226303.5,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226303.5,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226303.5,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226303.5,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719226312.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226312.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226312.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226312.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226312.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719226313.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226313.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226313.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226313.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719226313.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380456.5,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380456.5,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380456.5,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380456.5,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380456.5,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380495.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380495.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380495.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380495.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380495.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380506.5,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380506.5,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380506.5,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380506.5,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380506.5,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380507.5,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380507.5,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380507.5,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380507.5,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380507.5,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380535.5,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380535.5,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380535.5,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380535.5,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380535.5,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380552.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380552.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380552.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380552.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380552.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380556.0,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380556.0,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380556.0,steps_max,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380556.0,steps_min,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380556.0,steps_lrtdp,"(19.09529399723271, ['vertex3', 'vertex2', 'vertex5', 'vertex4'])"
1719380557.5,steps_curr,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
1719380557.5,steps_avg,"(21.139877669818755, ['vertex4', 'vertex5', 'vertex2', 'vertex3'])"
